,Label,Sentence,feature_enti_num,feature_fresq,feature_pos,feature_senti_num,feature_sentiment,feature_slen
2702,0,米饭套餐都还不错,2,2 17,4 6,1,2,5
2703,0,位置拱秀路上的新桥的巷子里面的,2,0,0,0,0,9
2704,1,瑜伽老师的声音非常的温柔,3,0,0,1,2,7
2705,1,一如既往的味道尤其是米饭香香喷喷的,3,0,5,4,2,9
2706,0,吃完再来个冰粉才舒服,1,0,4 5,2,2,8
2707,1,店内装修的很古色古香,2,4,2,1,2,5
2708,1,辣的恰到好处,0,10 16,0,2,0,3
2709,0,羊肉串考的还不错,1,2 17,4,1,2,5
2710,0,环境这真的很好,1,7,4 6,1,2,5
2711,1,蛋糕吃起来很爽口,1,0,5,1,2,5
2712,0,乐客城真坑,2,0,2,0,0,2
2713,0,茂盛的树木给人感觉心旷神怡,3,0,3,2,2,7
2714,0,鸡肉卷不错吃,1,2,0,1,2,4
2715,0,令人回味无穷,0,0,0,1,2,2
2716,0,外卖小哥送过来热的,1,0,0,1,2,5
2717,0,卤豆干不错的,2,2 3,7,2,1,4
2718,1,洗头很认真,0,0,4,1,2,3
2719,0,感觉是个略偏高端的商场,3,0,0,2,2,7
2720,0,铁板黑豆腐,2,0,2 7,1,1,3
2721,1,装修很正统,1,0,0,1,2,3
2722,1,纹身师很细心,3,0,0,1,2,4
2723,0,有独立的儿童餐具,2,0,0,0,0,5
2724,0,最爱的烤大虾,2,15,3,0,0,4
2725,0,服务态度非常好,1,14,4,1,2,3
2726,0,服务态度很好,1,7 14,4,1,2,3
2727,1,恋上烤冷面好好吃,2,15,7,2,2,5
2728,0,味道一如既往的好,1,1,0,2,2,4
2729,0,咸豆花和油条都不错,3,2,4,2,2,6
2730,1,小牛肉很嫩,1,0,7,0,0,2
2731,1,牛油果汁货真价实很厚实,2,0,4,1,2,5
2732,0,重点的锅贴,2,0,0,1,2,3
2733,1,烤鱼很入味,1,0,5,1,2,3
2734,0,摆盘造型赏心悦目,1,0,0,1,2,3
2735,0,音响效果很好,1,7,4,1,2,3
2736,0,免费供应的冰淇淋真是救了命了,2,0,5,1,2,9
2737,1,戚风蛋糕的口感松软,3,0,7,0,0,5
2738,1,酸菜好好吃,1,0,7,2,2,3
2739,1,花雕蒸蟹钳都是别具一格的特色菜,3,0,5,2,2,8
2740,0,鲜肉馅调配的有点微甜,3,0,7,1,2,6
2741,0,上海老师推荐的性价比高的日料放题店,6,0,3 7,1,2,10
2742,0,难得有一次同城聚会的机会,3,0,5,0,0,8
2743,1,葱焖虾各方面都做的恰到好处,3,10 16,5,1,2,9
2744,1,烧鹅腿货真价实的好吃,2,0,0,2,2,5
2745,0,豆角还不错,1,2 17,4,1,2,3
2746,0,烧烤恰到好处,0,10,0,1,2,2
2747,0,感觉环境很不错,2,2 6,4,1,2,4
2748,0,辣度恰到好处,1,10,0,1,2,2
2749,1,家庭聚会宴请都是不错的选择,1,2 3,5,2,2,7
2750,0,不错的一家餐厅,1,2 3,0,1,2,4
2751,0,热热闹闹的,0,0,0,1,2,2
2752,1,肉酱面挺好吃的,2,0,7,0,0,4
2753,0,性价比很高的一家店,2,0,7,1,2,6
2754,0,夏天很凉快,0,0,4,0,0,3
2755,0,到海南必吃清补凉,1,0,0,1,2,4
2756,0,服务态度很好,1,7 14,4,1,2,3
2757,0,鱿鱼须腥味重,2,0,7,1,2,4
2758,0,服务态度很好,1,7 14,4,1,2,3
2759,0,拉皮稍微有点凉,1,0,0,1,1,4
2760,0,东北菜和鲜族菜的结合体,4,0,0,1,2,6
2761,1,烤鸡肉恰到好处,1,10,0,1,2,2
2762,0,月子餐搭配合理,2,0,0,1,2,3
2763,1,牛油果熟得恰到好处,1,9 10,7,2,2,4
2764,1,牛肉货真价实很新鲜,2,8 11,0,2,2,4
2765,0,口味一如既往地好,2,0,0,1,2,3
2766,0,地方很好找,1,0,5,0,0,3
2767,0,馅料足酱料有点偏甜,3,0,2 4 7,0,0,5
2768,0,味道一如既往的好,1,1,0,2,2,4
2769,0,油条还不错,1,2 17,4,1,2,3
2770,0,油条和豆花味道不错,3,2 5,7,2,2,5
2771,0,客服热情的了体检前的注意事项,3,0,0,1,2,8
2772,0,一进店洗头的小哥先带我去洗头,3,0,0,0,0,7
2773,0,味道超级好吃,1,0,0,2,2,3
2774,1,海鲜很新鲜很棒哦,2,8 11,7,1,2,5
2775,0,披萨味道不错,2,2 5,7,1,2,3
2776,1,水世界小朋友最开心,3,12,5,1,2,5
2777,1,香草冰激凌球一如既往的好吃,3,0,0,2,2,6
2778,0,美甲师很好,2,7,4,1,2,4
2779,0,抹茶味道的冰淇淋味道不错,4,2 5,7,1,2,7
2780,0,店面很显眼,1,0,5,0,0,3
2781,0,印象深刻的是黄金甲,2,0,0,2,2,5
2782,1,拍照的地方非常暖和,1,0,4,0,0,5
2783,0,味道一如既往的好,1,1,0,2,2,4
2784,0,豆花肥肠味道不错,3,2 5,7,1,2,4
2785,1,花生酱很香,1,0,4,0,0,2
2786,1,四季豆煸的恰到好处,1,10 16,0,1,2,4
2787,0,调制的很好吃,0,0,0,1,2,4
2788,0,海鲜挺新鲜,2,11,0,1,2,3
2789,0,味道一如既往的好,1,1,0,2,2,4
2790,0,感觉恰到好处羊排的话感觉羊味儿有点浓,6,10,7,1,2,9
2791,0,选了这家网上评价很高的店,2,0,3 7,1,2,9
2792,0,服务态度非常好,1,14,4,1,2,3
2793,1,面包烤得恰到好处,1,9 10 15,0,1,2,4
2794,0,海鲜大盘鱼味道不错,4,2 5,7,1,2,5
2795,1,烤肉好好吃,1,0,7,2,2,3
2796,0,辣的恰到好处面包片有炼乳夹心,3,10 16,0,2,0,7
2797,0,东西一如既往的好吃,1,0,0,2,2,4
2798,1,鳕鱼煎得恰到好处,1,9 10,0,1,2,4
2799,0,面的味道很不错,2,2 6,4,1,2,5
2800,0,吃饭住宿一体化,1,0,0,1,2,3
2801,0,环境很舒适,1,0,4,1,2,3
2802,0,配蟹煲可解腻,1,0,0,1,2,4
2803,0,拿破仑中间的酥皮层略厚,2,0,2 4,1,1,6
2804,0,味道一如既往的好ci,1,1,0,2,2,5
2805,0,口味很不错,1,2 6,4,1,2,3
2806,0,馋了好久的花甲了第一次路过,1,0,0,1,2,8
2807,0,汤底不错的,1,2 3,7,1,2,3
2808,0,离小胖家很近的店,1,0,3 4,0,0,7
2809,1,深爱加州小牛肉,2,0,2,0,0,3
2810,1,意面味道很可口,3,0,5,1,2,5
2811,0,菜品菜量很足,2,0,7,0,0,3
2812,0,羊腿味道不错,2,2 5,7,1,2,3
2813,0,冰粉味道不错,2,2 5,7,1,2,3
2814,0,分量恰到好处,1,10,0,1,2,2
2815,1,兔兔很可爱果然很好吃,2,0,5 5,2,2,6
2816,0,明显富含胶原蛋白,1,0,0,1,2,3
2817,1,疙瘩汤味道真心不错,2,2,4,2,2,4
2818,0,聊得很开心,0,0,5,1,2,3
2819,0,披萨不错的选择,1,2 3,7,1,2,4
2820,0,味道很不错,1,2 6,4,1,2,3
2821,0,蒸的恰到好处火锅,1,10 16,0,1,2,4
2822,0,味道依旧很好,1,7,4,2,2,4
2823,1,牛展有嚼劲的同时嫩的恰到好处,2,10 16,0,3,2,9
2824,0,仙草真的超好吃,1,0,5,1,2,4
2825,0,离学校很近,1,0,4,0,0,3
2826,1,是苏州最好的汗蒸,3,0,3 7,2,2,6
2827,0,龙湖天街新开的火锅店环境,4,0,0,0,0,6
2828,0,菜色一如既往的好,1,1,0,2,2,4
2829,0,红烧肉不错,1,2,7,1,2,2
2830,0,邰老师摄影技术不错,4,2,7,1,2,5
2831,0,影院小吃零食饮料种类丰富,5,0,7,0,0,6
2832,0,美食一条街里面饮食店竞争激烈,3,0,0,0,0,6
2833,0,味道都很不错,1,2 6,4 6,1,2,4
2834,0,葱油香渗进泡发的恰到好处的海参里,4,10 16,0,2,2,9
2835,1,三文鱼墨鱼很新鲜,3,8 11,0,1,2,4
2836,1,桂花拉糕的糯米口感和甜度都恰到好处,5,10,0,2,2,9
2837,0,吃起来口感非常不错,1,2,4,1,2,5
2838,0,提子酥不错,1,2,1 7,2,1,3
2839,0,休闲厅不错,1,2,7,1,2,3
2840,0,奶油拿破仑味道还不错,3,2 17,4,1,2,5
2841,1,相得益彰最爱串串之一啦,1,12,5,1,2,6
2842,0,小火锅的味道不错,2,2 5,7,1,2,4
2843,0,态度一如既往的好,1,1,0,2,2,4
2844,1,鱼里面的豆腐很嫩,2,0,7,0,0,5
2845,1,香蕉奶昔很不错,2,2 6,4,1,2,4
2846,1,鱼头很干净,1,0,4,1,2,3
2847,0,是一天最开心的时候银泰三楼有太多好吃的,3,12,5,3,2,12
2848,0,吃起来很好吃,0,0,5,1,2,4
2849,0,住客房免费泡温泉,2,0,0,1,2,4
2850,0,工作室环境不错,2,2,7,1,2,3
2851,0,冰豆浆和热豆浆菜的味道不错,6,2 5,7,3,2,9
2852,0,装修简单大气,1,0,2,1,2,3
2853,0,外卖网竟然那么早有外送,1,0,0,0,0,6
2854,1,鱼片嫩嫩的恰到好处,1,10,0,1,2,3
2855,0,豆腐沙拉不错,2,2,7,1,2,3
2856,0,米饭配合得恰到好处,1,9 10,0,1,2,4
2857,0,朋友觉得铁板豆腐不错,3,2,7,1,2,5
2858,0,难得的日料店味道食材都不错,4,2,4,1,2,8
2859,0,丸子味道不错,2,2 5,7,1,2,3
2860,0,那大餐具真给力,3,0,0,0,0,3
2861,1,烤藏香猪肉很香,2,15,4,0,0,4
2862,1,凉糕糯的恰到好处,1,10 16,2,1,2,4
2863,0,很小的门店,1,0,3,0,0,3
2864,0,菜品一如既往好吃,1,0,0,2,2,3
2865,1,龙虾很干净,1,0,4,1,2,3
2866,0,保留着原汁原味的水乡风情,3,0,0,0,0,6
2867,0,服装款式很全,1,0,4,0,0,3
2868,1,鸡肉外香肉很嫩,2,0,7,0,0,4
2869,1,性价比非常高停车很方便,1,0,4 4,2,2,6
2870,1,安静的小酒吧非常适合几个朋友一起来,4,0,0,2,2,9
2871,0,爱吃荤食的朋友很推荐这道菜做的很不错,2,2 6,1 5,2,2,13
2872,0,入口即化口味偏重,3,0,7,1,2,5
2873,0,店家态度很好,2,7,4,1,2,4
2874,0,店里的wifi信号很好,2,7,4,1,2,6
2875,1,店里装修很可爱,1,0,5,1,2,4
2876,0,兴盛路这家侨美,2,0,0,1,2,4
2877,0,服务态度很好,1,7 14,4,1,2,3
2878,1,水果茶的卖相特别棒,3,0,0,1,2,6
2879,0,环境真的很不错,1,2 6,4 6,1,2,4
2880,0,打出了来成都必吃的火锅,2,0,3 7,0,0,7
2881,0,味道一如既往好,1,0,0,2,2,3
2882,0,来了这里才知道小龙虾原来有这么多的做法,1,0,5 5,0,0,12
2883,0,大虾什么的不错,1,2,0,1,2,4
2884,0,东西很好吃,1,0,5,1,2,3
2885,0,重要的是很对路子,1,0,0,3,2,6
2886,1,面饼软硬恰到好处,1,10,7,1,2,3
2887,0,店里环境很好,2,7,4,1,2,4
2888,0,口味一如既往的好,1,1,0,2,2,4
2889,0,酿的恰到好处,0,10 16,0,1,2,3
2890,0,味道很巴适,1,0,5,0,0,2
2891,1,咖喱很入味,1,0,5,1,2,3
2892,0,听说餐厅味道不错,2,2 5,7,1,2,4
2893,0,类似激流勇进的一定要穿雨衣鞋套,2,0,5,2,2,8
2894,0,很好的体验度,1,7,3,1,2,5
2895,0,提供免费柠檬水and面包,2,0,0,1,2,5
2896,1,掌中宝货真价实口感独特,2,0,7,1,2,4
2897,0,虫草花不错,1,2,0,2,2,3
2898,0,上菜让人赏心悦目,2,0,0,1,2,4
2899,0,沙茶酱和辣椒酱调的不错,3,2,0,2,2,7
2900,0,重新装修再次开业,1,0,0,0,0,4
2901,0,火灼三文鱼,1,0,0,0,0,2
2902,1,考博沙拉一如既往的超大,1,0,0,1,2,5
2903,0,服务态度很好,1,7 14,4,1,2,3
2904,0,酱料类似于黑椒洋葱,3,0,0,0,0,5
2905,0,蔬菜沙拉很新鲜,3,8 11,0,1,2,4
2906,1,意面煮的恰到好处,1,10 16,0,1,2,4
2907,1,面包烤得恰到好处,1,9 10 15,0,1,2,4
2908,0,味道很好天天来,1,7,4,1,2,5
2909,0,久茶食研室,2,0,2,0,0,3
2910,0,我家小朋友吃得津津有味,1,0,0,0,0,5
2911,1,米皮柔韧度恰到好处,2,10,0,2,0,4
2912,1,指甲做得很细致,1,0,4,1,2,5
2913,0,胡椒粉给的恰到好处,1,10 16,0,1,2,4
2914,1,做美甲的姑娘特别耐心,2,0,4,0,0,6
2915,0,烤虾不错哦,1,2 15,7,1,2,4
2916,0,环境真的很不错,1,2 6,4 6,1,2,4
2917,0,套餐的味道不错,2,2 5,7,1,2,4
2918,0,分量真的多,1,0,0,0,0,3
2919,0,服务的总是恰到好处,0,10 13,0,1,2,4
2920,0,让店家多放了点跳跳糖,1,0,0,0,0,7
2921,0,披萨还不错,1,2 17,4,1,2,3
2922,0,食刺身食饱,1,0,0,0,0,3
2923,0,类似于湘菜有点辣,3,0,0,1,1,5
2924,1,牛舌烤的恰到好处,1,10 15 16,0,1,2,4
2925,1,推拿手法很合适,1,0,4,1,2,4
2926,0,口味一如既往的不错,1,2,0,2,2,4
2927,1,饮料居然是最惊喜的,1,12,4 5,2,2,6
2928,0,巧克力布朗尼无功无过,3,0,7,0,0,5
2929,0,改选黑石斑鱼和波士顿龙虾,3,0,2,2,0,6
2930,1,橄榄油煎虾火候恰到好处,3,10,0,1,2,5
2931,0,聚会什么都是不错的选择,1,2 3,5,2,2,7
2932,0,希望店家能一如既往的保持好味道,2,0,2,4,2,8
2933,1,和蔼可亲化妆技术好,3,0,7,2,2,4
2934,0,南京人民太惨了,2,0,4,0,0,4
2935,1,蛋糕好好吃哟,1,0,7,2,2,4
2936,0,注意的是鹅肠最好多煮一会,2,0,7,3,2,8
2937,0,剑骨鱼和扣肉味道不错,5,2 5,7,2,2,5
2938,0,拌饭味道不错,2,2 5,7,1,2,4
2939,0,美女虫虫真的非常好,2,0,4 6,1,2,5
2940,0,价格很合理,1,0,5,1,2,3
2941,0,评分很高特意开车去吃,1,0,4 5,1,2,7
2942,1,环境好的看着很干净,1,0,4 7,2,2,6
2943,1,价格适中装修很好,1,7,4,1,2,5
2944,1,英语学习环境特别活泼,2,0,4,1,2,5
2945,0,酸味恰到好处,1,10,0,1,2,2
2946,1,船的摆盘精美颜值高,2,0,2 7,2,2,6
2947,1,猪肝还非常嫩,1,17,4 6,1,1,4
2948,0,蒸的恰到好处,0,10 16,0,1,2,3
2949,0,结果这里烤的鸡脆骨居然出乎意料得好吃,3,15,0,1,2,10
2950,1,装修的很古色古香,1,4,2,1,2,4
2951,0,精油用的不错,1,2,0,2,2,4
2952,0,吃了真是回味无穷啊,0,0,0,1,2,5
2953,0,团购相当合算,0,0,5,1,2,3
2954,0,服务和环境都可圈可点,1,13,0,2,2,5
2955,1,可以手机点餐下单结账很方便,4,0,4,1,2,7
2956,0,店的位置很好找,1,0,5,0,0,5
2957,1,装修的很不错做了之后感觉脸变干净了,2,2 6,1,2,2,11
2958,1,脆毛肚一如既往的好,1,1,2,3,2,5
2959,1,香辣蟹的味道一如既往地好吃,2,0,0,2,2,6
2960,1,数一数二的韩国料理好吃好看,1,0,0,3,2,6
2961,0,口味特别好,1,0,4,1,2,3
2962,0,料搁得恰到好处,1,9 10,0,1,2,3
2963,1,味道很正宗的韩式烤肉味道,5,0,0,1,2,7
2964,0,味道是真的好,1,0,4,2,2,4
2965,1,酸奶味道好,2,0,7,1,2,3
2966,1,开洋拌馄饨真的是最爱,2,12,5,2,2,7
2967,0,洗头整个环节不错,1,2,7,1,2,4
2968,1,密室设计的很巧妙,1,0,1,1,2,5
2969,0,红汤部分放了太多辣椒花椒,4,0,0,0,0,8
2970,0,效果不错立竿见影,1,2,7,1,2,3
2971,1,出乎意料的是米饭挺好吃的,1,0,7,1,2,6
2972,0,新乐坊里的一家新开店,2,0,2 2,2,2,7
2973,1,泡菜腌的恰到好处,1,10 16,0,1,2,4
2974,0,酸菜味道够足,2,0,0,0,0,4
2975,0,酸黄瓜都是纯进口的,1,0,5,2,2,6
2976,0,果断的尝试蒸,0,0,0,1,2,4
2977,1,搭配榴莲果肉恰到好处,2,10,0,2,1,4
2978,0,菜品特别好吃,1,0,5,1,2,3
2979,0,需要提前一天在微店先预付鸡汤的钱,3,0,5,1,2,10
2980,0,店内装修简单,1,0,0,1,2,3
2981,0,有种章鱼小丸子的感觉,3,0,0,1,2,5
2982,0,服务态度特别好,1,14,4,1,2,3
2983,0,味道很不错,1,2 6,4,1,2,3
2984,1,羊排烤的恰到好处,1,10 15 16,0,1,2,4
2985,0,团购和优惠价的性价比很高,2,0,4,2,2,7
2986,1,羊腰和羊肉串烤得恰到好处,3,9 10 15,0,2,2,6
2987,0,新的网红店开业,2,0,3,1,2,4
2988,0,饼干很好吃,1,0,5,1,2,3
2989,1,腌渍得恰到好处的酸菜,2,9 10,0,1,2,5
2990,0,跑到深圳来吃网红面包没谁了,3,0,2 7,1,2,10
2991,0,感觉节奏特别快,2,0,4,1,2,4
2992,0,环境真心不错啊,1,2,4,2,2,4
2993,0,手法很不错,1,2 6,4,1,2,3
2994,1,香芋派一如既往的好吃,1,0,0,2,2,5
2995,0,早茶好像是全天的供应菜单眼花缭乱,2,0,0,2,2,8
2996,0,万达文华的独特待客之道,2,0,0,0,0,5
2997,0,客家豆腐不错,2,2,7,1,2,3
2998,0,蒸霜降牛肉那个不错的,2,2 3,0,1,2,6
2999,1,重庆味道很地道,3,0,0,1,2,4
3000,0,环境很不错,1,2 6,4,1,2,3
3001,0,连续在他家点了两次外卖了,0,0,0,0,0,8
3002,1,房间内插座很多非常方便,2,0,4,1,2,5
3003,0,很好的一次体验,1,7,0,1,2,5
3004,1,重点推荐鱼头泡饼,3,0,0,1,2,4
3005,0,鳌虾甜虾肉质紧致,3,0,2 7 7,1,2,6
3006,1,鹅肝煎的恰到好处,2,10 16,0,1,2,5
3007,1,米饭捏的恰到好处,1,10 16,0,1,2,4
3008,0,团购很划算,0,0,5,0,0,3
3009,0,红丝绒是芝士的,2,0,2,2,2,5
3010,1,羊肉串烤的恰到好处,1,10 15 16,0,1,2,4
3011,0,常德市内甜品店是越来越多了,3,0,0,1,2,7
3012,0,小馒头配上炼乳超级好吃啊,2,0,0,3,2,7
3013,0,炸香肠感觉文和友好吃一点,4,0,0,2,0,7
3014,0,口味一如既往好,1,0,0,2,2,3
3015,0,味道酸甜的番茄酱味,3,0,3 7,0,0,5
3016,0,制成汤汁浓稠的一种美食,2,0,7,0,0,6
3017,0,店面很有个性,2,0,5,0,0,4
3018,0,整体全五星好评推荐,2,0,2 7,1,2,5
3019,1,新出的鳗鱼pizza好好味,2,0,0,1,2,6
3020,0,工作日的中午生意很好,1,7,4,1,2,6
3021,1,大肠处理的恰到好处,1,10 16,0,1,2,4
3022,0,牛肉再多点会完美,1,0,0,2,2,5
3023,1,银耳汤货真价实味道好,2,0,7,2,2,4
3024,1,鳗鱼蛋卷蛋卷很嫩,3,0,7,0,0,4
3025,0,菜品一如既往的好,1,1,0,2,2,4
3026,1,烤土豆酥酥的挺好吃,1,15,0,0,0,4
3027,0,毛豆挺好吃,1,0,7,0,0,2
3028,0,店家的烤肉烤鸡脖不错,4,2,7,1,2,6
3029,0,配红酒别有风味,1,0,0,1,2,3
3030,0,小火锅很好吃,1,0,5,1,2,3
3031,0,味道一如既往的好,1,1,0,2,2,4
3032,1,牛舌口感恰到好处,2,10,0,1,2,3
3033,0,威斯汀的泳池真的多,1,0,0,0,0,5
3034,0,有种受宠若惊的感觉,1,0,0,1,2,4
3035,0,店里面非常多排队的人,3,0,0,0,0,7
3036,0,虾饼的味道不错,2,2 5,7,1,2,4
3037,0,布丁两个味道都还不错,2,2 17,4 6,1,2,6
3038,1,黑糖冬瓜茶很清爽解腻,2,0,4,0,0,5
3039,1,咖喱牛腩的咖喱熬制恰到好处,3,10,0,1,2,6
3040,0,有一股浓烈的泰国风情,2,0,3,0,0,6
3041,0,四喜点心饼不错,2,2,7,1,2,4
3042,0,厚切牛舌还不错,1,2 17,2 4,1,2,4
3043,0,辣的恰到好处,0,10 16,0,2,0,3
3044,1,吃过的最好吃的糖醋排骨,0,12,0,2,2,7
3045,0,一家不错的数学思维培养的机构,3,2 3,3,1,2,8
3046,1,烤肉师傅烤的火候恰到好处,3,10 15,0,1,2,6
3047,1,三文鱼的烟熏味恰到好处,3,10,0,1,2,5
3048,0,芥末恰到好处,1,10,0,1,2,2
3049,0,模仿的惟妙惟肖,0,0,0,0,0,3
3050,0,不错的饮料,1,2 3,3,1,2,3
3051,0,蒸排骨等都不错,1,2,4,1,2,5
3052,0,娃娃菜烧的不错,2,2,0,1,2,4
3053,0,口味很不错,1,2 6,4,1,2,3
3054,1,花甲面挺好吃的,2,0,7,0,0,4
3055,0,位于东方路蓝村路公交车站旁,4,0,0,0,0,5
3056,0,熏得恰到好处,0,10,0,1,2,2
3057,0,烤花菜真是出乎意料的好吃,1,15,0,1,2,6
3058,1,烤鸭挺好吃的,1,0,7,0,0,3
3059,0,团购性价比高哦,1,0,7,1,2,4
3060,0,店里的龟苓膏不错,2,2,7,1,2,4
3061,0,小姑娘们都很好,1,7,4 6,1,2,5
3062,0,剧情设计很合理,1,0,5,1,2,4
3063,0,超爱吃上海菜,2,0,0,0,0,4
3064,1,味道恰到好处炒面片味道正宗,4,10,0,2,2,6
3065,0,效果很明显,1,0,4,1,2,3
3066,0,平易近人的价格,2,0,0,1,2,3
3067,1,烤鸭恰到好处,1,10,0,1,2,2
3068,0,碧桃不错哒,1,2,7,1,2,3
3069,1,芝士南瓜难怪这么多人推荐,3,0,0,0,0,6
3070,0,周边环境很好,0,7,4,1,2,3
3071,0,店面装修的风格还不错,2,2 17,4,1,2,6
3072,0,性价比感觉很高来的,2,0,5,0,0,5
3073,0,味道很不错,1,2 6,4,1,2,3
3074,0,有种入口即化的感觉,2,0,0,1,2,5
3075,0,放芝麻酱感觉香点睛之笔其实,3,0,0,2,2,6
3076,0,空调吹着舒服,1,0,0,1,2,4
3077,0,简单介绍了饭店地址的前身,2,0,0,1,2,7
3078,1,卤肉汁略重搭配米饭恰到好处,3,10,4,1,2,6
3079,1,最爱的炸腐皮必点,1,0,3,1,1,5
3080,0,出乎意料的好吃环境好,1,0,7,2,2,5
3081,0,火飘牛肉味道不错啊,2,2 5,7,1,2,5
3082,0,那个疙瘩汤不错,1,2,7,1,2,3
3083,0,装修简洁大方,1,0,2,2,2,3
3084,0,店里环境很好,2,7,4,1,2,4
3085,0,轻撩起一片放入沸腾的汤中,1,0,0,2,2,8
3086,0,虾片蘸着咖喱吃不错,2,2,0,1,2,6
3087,1,吃完糯藕剩下的莲子沾着汁很好吃,4,0,5,2,2,12
3088,1,寿司的调味恰到好处,2,10,0,1,2,4
3089,1,工作室的教练都很平易近人,2,0,0,1,2,6
3090,1,棒棒的皮蛋一如既往的好,2,1,0,2,2,6
3091,1,搭配的芸豆恰到好处串串配的酱料很棒,3,10,7,1,2,9
3092,0,看土豆片和实蛋很好吃,2,0,5,2,2,6
3093,0,蒸的味道不错,1,2 5,7,1,2,4
3094,0,看得出人都非常善良,1,0,4 6,1,2,5
3095,1,北京最好吃的涮肉,2,12,5,2,2,6
3096,0,配酸汤肥牛的重口味,3,0,2,1,2,6
3097,0,环境都很好,1,7,4 6,1,2,4
3098,1,虾饼特别货真价实,1,0,0,1,2,3
3099,0,奇妙里面马蹄,1,0,0,1,2,3
3100,0,恰到好处那个装在鸟笼里面的烤鸡量很小,3,10,7,1,2,9
3101,0,冰鲜区选了两份刺身级的三文鱼片,2,0,0,0,0,9
3102,0,和大蜜吃一次温暖的火锅很惬意,2,0,3 4,2,2,9
3103,1,鸭血脑花豆芽都特好吃,3,0,5,1,2,6
3104,1,烤肉一如既往的好吃美味,2,0,0,3,2,5
3105,0,设施休闲设施齐备,3,0,0,1,2,4
3106,0,要的羊排别太肥啦,2,0,0,1,2,5
3107,0,拔罐有些疼,0,0,0,1,2,3
3108,0,看着红亮亮的汤汁,1,0,0,1,2,4
3109,0,空心菜还不错,1,2 17,4,1,2,3
3110,0,可以畅吃冰激凌,1,0,0,0,0,3
3111,0,服务技术跟老板的好客都是超级赞,3,13,5,4,2,10
3112,0,团购的票觉得挺划算的,1,0,5,0,0,7
3113,0,环境特别优美,1,0,4,1,2,3
3114,0,公交车非常多,1,0,0,0,0,3
3115,0,虾饺蛋挞拉布蒸肠粉很正宗广式,4,0,0,1,2,8
3116,1,煮的芋圆恰到好处,1,10,0,2,1,5
3117,1,店内的装修风格很是新颖特别,2,0,5,2,2,8
3118,0,套餐很实惠,1,0,5,1,2,3
3119,0,果断选了原味和抹茶,2,0,5,2,2,7
3120,0,刺身中拼不错,0,2,0,2,2,4
3121,1,辣度分的很细,1,0,0,1,2,5
3122,0,一家新开的古装摄影,2,0,0,0,0,5
3123,0,古镇很美好,1,0,4,0,0,3
3124,0,配上完美多汁的肉饼和恰到好处的牛油果酱,4,10,2,4,2,11
3125,0,位置很好找,0,0,5,0,0,3
3126,0,环境不错汤底好喝价格合适欢迎品尝,3,2,2 7 7,3,2,8
3127,1,三文鱼刺身真的很新鲜,2,8 11,0,1,2,5
3128,1,美甲工作人员很亲切,2,0,4,1,2,4
3129,0,希望一如既往的保持味道好分量足的品质,3,0,2 3 7 7,3,2,10
3130,0,到晚了人超级多,1,0,0,2,2,6
3131,0,位置非常好找,0,0,5,0,0,3
3132,1,最爱咖喱软壳蟹咖喱味道赞,5,12,2 5 7,2,2,8
3133,0,味道是实实在在熬出来的,1,0,0,2,2,5
3134,0,菜品味道很不错,2,2 6,4,1,2,4
3135,0,生意不错停车便利环境,1,2,2,2,2,5
3136,1,点心和咖啡都很赏心悦目,1,0,0,2,2,6
3137,0,女朋友推荐超级好吃,1,0,0,2,2,4
3138,1,剪头发很细致,0,0,4,1,2,3
3139,0,女服务员解释了很久,1,0,0,0,0,5
3140,0,搭配的恰到好处,0,10 16,0,1,2,3
3141,0,配着油碟吃不错,2,2,0,2,0,5
3142,0,西冷牛排不错,2,2,7,1,2,3
3143,1,餐厅环境很优雅安静,3,0,2 4,2,2,5
3144,0,沾着酱汁味道很好,2,7,4,1,2,6
3145,0,味道很不错,1,2 6,4,1,2,3
3146,0,距离恒隆那么近,2,0,0,0,0,4
3147,1,新鲜的豆腐皮配上调好的蘸料相得益彰,3,11,0,2,2,10
3148,1,牛腩炖的恰到好处,1,10 16,0,1,2,4
3149,0,位置很好找服务很好,0,7 13,4 5,1,2,6
3150,0,丰富的饮品,1,0,3,0,0,3
3151,0,味道一如既往的好,1,1,0,2,2,4
3152,0,装修风格跟其余两家无异,1,0,0,0,0,6
3153,0,鸡枞菌炒饭味道不错,3,2 5,7,1,2,5
3154,0,小笼包是皮薄肉多,3,0,2 7,2,2,5
3155,0,实实在在做品牌的店,2,0,0,1,2,5
3156,0,味道出奇的好,1,0,7,1,2,4
3157,1,三文鱼烤的恰到好处,1,10 15 16,0,1,2,4
3158,0,菜品质量一如既往的好,2,1,0,2,2,5
3159,1,肉骨茶确实很不错,3,2 6,4 7,2,2,5
3160,0,菜品一如既往的好吃,1,0,0,2,2,4
3161,1,据说很地道的北京菜,3,0,0,1,2,6
3162,0,酱的口味有点像黄芥末什么的,3,0,2,0,0,8
3163,0,服务态度很好,1,7 14,4,1,2,3
3164,1,空间设计十分独特,1,0,0,0,0,3
3165,0,羊肉串烤的不错,1,2 15,0,1,2,4
3166,0,印象非常好,1,0,4,1,2,3
3167,0,味道一如既往好,1,0,0,2,2,3
3168,0,典型的港式茶餐厅,3,0,0,1,2,4
3169,0,服务态度特别好,1,14,4,1,2,3
3170,0,菜品卖相很不错,2,2 6,4,1,2,4
